tweet,label
RT : You keep your bitch &amp; ill stay on my grind.,profane
RT : Keys open doors when them keys is albino,not profane
RT : Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot http://t.co/P&#8230;,profane
RT : WTF? This BITCH sounds retarded,profane
RT : Write 16 bars about your side hoes and money so she knows it's real.,profane
RT : Just got 11 in flappy bird holy shit,profane
RT : lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ,profane
RT : when ya side hoe playing too much &amp; all you want is head /// https://t.co/7eALhuTA02,profane
RT : I only eat gluton free pussy - Lil B,profane
"RT : That nerdy fat bitch yes sir she fucked "" The BasedGod"" - Lil B",profane
RT : ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,profane
RT : &#8220;: Dats y I don't argue wit Dese bitches lol&#8221; keep it brief trappa lls,profane
RT : Still Texans nation hoe.,profane
RT : Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,not profane
RT : Go home bitch,profane
"RT : Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",profane
RT : i'd never send my kids to private school because then they would never experience ghetto public school fights,not profane
RT : i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,not profane
"RT : lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",profane
RT : bitch I'll end your fucking life. You a fuckboy,profane
RT : Pepsi cola RT : Ladies what does your pussy taste like?,profane
"RT : Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. &#8230;",not profane
RT : smh u got Ebola now RT&#8220;: I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &#8230;,profane
"RT : Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",not profane
RT : I love everybody ion hate these bitches,profane
RT : #wcw both the babes &amp; . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,profane
RT : I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;,profane
RT : Getting all these checks like Nike I'm icy and yo bitch like me- dice soho &#127922;,profane
RT : Eating pussy is good....eating everybody pussy ain't healthy,profane
RT : Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... http://t.co/trhNMdVnCM v&#8230;,not profane
RT : furrybah *in my PayPay voice* RT : The hoes are for EVERYBODY my nigga!,profane
RT : To Fez: Your nipples couldn't be covered by two trash can lids.,profane
RT : Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,profane
RT : VIDEO: on talking trash while facing during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,not profane
"RT : ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!""",profane
"RT : Fuck a hoe, respect a woman, love a lady&#128175;",profane
RT : Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,profane
RT : &#128514;&#128514;&#128514; this bitch playing volleyball in Timberland's &#128553;&#128514;Edmondson Kids &#128517;&#128514; http://t.co/M4jtNGEJTH,profane
RT : Nice baby bump bitch.,profane
RT : yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;,profane
RT : Racist white cops arresting blacks again. Can't wait till black cops arrest whities then hear them bitch. #Fastfoodstrike,profane
"RT : Seven grams in the blunt, almost drowned in her pussy so I swam to her butt RT : Quote this with a weezy verse",profane
RT : Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;,profane
RT : you be smokin my dick bitch,profane
RT : I dive in tha pussy like... &#128514;&#128514;&#128514;&#128513;&#128074;&#128175; http://t.co/c4jnQWp9dW,profane
RT : your a early bird,not profane
"RT : #Yankees fans having flashbacks! RT : You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",not profane
"RT : #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",not profane
"RT : ""karma's a bitch, and so are you"" And I genuinely mean that. #canttrustanyone #hatefakepeople",profane
RT : &#8220;: Adam is a sexy bitch&#8221; Conceded ass (Jk ilusm),profane
RT : Old bitches love having a garden...,profane
RT : 1) We are not the Cubs 2) We are not the Pirates 3) We damn sure ain't no f***ing Cardinals. Who cares abo&#8230;,profane
RT : When you're a local in pc you can't love anybody because everybody turns into hoes on springbreak,profane
RT : Bain wasn't no hoe ass nigga at all,profane
RT : Can't none of them hoes swim&#128514;&#128514;&#128514; &#8220;: they renamed that bitch the yacht club&#8221;,profane
RT : Do I fuck her or feed her? &#8220;: I hate fat / thick bitches&#8221;,profane
"RT : I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion.",profane
RT : I'm not lickin that mini fro bitch&#128530;,profane
"RT : It's the most annoying shit in the world when a bitch start talkin bout something then say ""nevermind""",profane
RT : Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;: ha.. she got them bitches worked o&#8230;,profane
RT : Kill'lees hoes when I feel like it,profane
RT : trash liars RT : these law students are terrible liars #HTGAWM,not profane
"RT : &#8252;&#65039;Muslim group slaughters 43 children in Nigerian school, children burned alive, shot &amp; slit throats tried 2escape.. http:&#8230;",not profane
"RT : Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",not profane
RT : bitch don't do this RT : &#128078;,profane
RT : Bitch you a hoe... check yo DMs &#8220;: Can I get a new follower? &#128584;&#128586; http://t.co/mv4mkHEa1G&#8221;,profane
RT : I wish I had a flying nimbus so when I picked up hoes I could tell if they pure hearted. Bitch a hoe she gon drop into &#8230;,profane
RT : bitch where you see a Katy or perry in that pic RT&#8220;: Katy Perry is so fit &#128525;&#128525; http://t.co/cyclTBkPNO&#8221;,profane
RT : it's all fun and games until I have to slap a bitch,profane
RT : man bitch you then fucked up. I'll burn yall house down again hoe &#128514;. That's why bumble bee your real grandma hoe,profane
RT : Man fuck flappy bird http://t.co/QKk26wYVfC,profane
RT : Baddest bitch didn't win Queen. Fuck the mexicans. I'll buy yo house. http://t.co/VytCij5S3V,profane
RT : yo bitch don't avoid me he wanna spoil me &#128517; http://t.co/gpcYv2jYRy,profane
RT : Can't be letting them messy hoes mess with yo business...,profane
"RT : Y'all save hoes, I'd ratha save paper. &#128175;",profane
"RT : Fellas, guess what.. We don't like to be asked why were looking mean. It's called ""Resting bitch face."" WE JUST LOOK THIS W&#8230;",profane
RT : You bitches are grade A weird.,profane
RT : Bdubs is packed with beaners &#128557;&#128514;,profane
"RT : you got hoes, I got niggas.",profane
RT But let a n*gga ask a chick to give him some money.. How yall hoes say it #SWERVE + That's how you make her stay or leave.,profane
RT Stevie J playa of the yr tho #LHHATLREUNION/He ain't no player!He stands SOLID behind his bullshit and bitches respect that,profane
RT : Suck yo momma flappy bird!!!!!!,profane
RT : Yall hoes super weakkkkkkkk,profane
RT : &#8220;: When you ain't had pussy in a hot minute... http://t.co/uidvqXugE2&#8221; OMM &#128514;,profane
"RT : calm down bitch. Touch my boobs &amp; ill it your dick off &amp; staple it to your forehead, since you wanna be a&#8230;",profane
RT : My timeline right now Ravens &#127944; Ravens &#127944; Ravens &#127944; Commercial tweet &#128514; Ravens &#127944; Ravens &#127944; Ravens &#127944; &amp; Some bitch talkin ...,profane
RT : Don't no nigga want no broke ass bitch &#8252;&#65039; but it's crazy how a bitch will do all she can to better a broke ass nigga &#128056;&#9749;&#65039;,profane
RT : That pussy is never yours it's just your turn remember that . &#128175;,profane
RT : When your side bitch tries to hug you in public http://t.co/T5uRIsXNdF,profane
RT : niggas talk more than bitches these days... let that sink in!,profane
RT : get fucked you racist inbred hillbilly fuck,profane
RT : Who on GZ's defense team is paying media to trash the prosecution constantly?,not profane
RT : Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.,profane
RT : &#8220;: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb bitch,profane
"RT : &#8220;: bitch, bye &#128514; RT : Dawg look at this shit http://t.co/qvqFtO6vUt&#8221; &#128514;&#128514;&#128514;&#128557;&#9996;&#65039;",profane
"RT : Big booty = sour face ,no hair ,or she a hoe.",profane
RT : I can't fuck with sentimental bitches.,profane
"RT : be a girl with a mind, a princess with class, &amp; a bitch that doesn't give a fuck. &#128081;&#9996;&#128139;",profane
"RT : ""Don't be a bitch dude"" - easiest way to get your bro to do something.",profane
RT : *Girls* Hey beautiful!! (Friendship lasts 2 months) *Bros* Sup pussy? (Friendship lasts forever),profane
RT : Lawd!!! Twitter will humble the fuck out of a hoe so quick,profane
RT : New Orleans is still trash,not profane
RT : I only wear weave because I like it !! A bitch got hair &#128514;&#128129;,profane
"RT : When someone is murdered, the police investigate the spouse first. And that tells you everything you need to know abo&#8230;",not profane
RT : BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;,not profane
RT : Plot twist: it takes a lot to cut that bitch off &#128528;,profane
RT : Pity parties are trash &amp; I don't throw them .,not profane
"RT : After a long day at work, bitch wunna rest her feet on me lol &#128514;&#128129;&#128524;&#128176; http://t.co/2rhN5HpASb",profane
"RT : As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;",profane
"RT : ""pussy""&#128514;&#128557;&#128557; https://t.co/X4f6VA7g5q",profane
RT : corny sex being having you wanna kill that bitch right then &amp; there &#128514;&#128553;&#128545;,profane
RT : im just a average nigguh who chasin his money &amp; dreams while tryin stay out of trouble,profane
RT : &#8220;: I'ma beat with pussy up like Ray Rice. Hit it with a left. I don't need a right. #remix #tosoon&#8221; http:/&#8230;,profane
RT : bum ass bitch u look like a hype Thot ass u a hot ready dirty ho &#128514;,profane
RT : dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass Thot,profane
RT : Bitches gone do wat bitches do...#300,profane
RT : Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol...#300,profane
RT : I ain't chasin no hoes I got asthma lol...#300,profane
RT : Ion feel dese nihhas or bitches...#300,profane
RT : Rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea...#300,profane
RT : This bitch must b from Jojo world &#128514;&#128564;&#128561;,profane
RT : Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,profane
RT : Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&#8230;,not profane
RT : Pik taken by Biebz! Shout out my nig Jereme Rogers http://t.co/B1yhx9zuSV,profane
RT : Who do bitches take me for? &#128514;&#128514;&#128514;,profane
RT : typical coon activity,profane
RT : If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.,profane
RT : &#128514;&#128514;&#128514;bitch bye&#128530;,profane
RT : And I thought I had a problem! #Oreos http://t.co/jfrBKzE1T5,not profane
RT : The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0,profane
"RT : &#8220;: ""hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;",profane
RT : Had to charge my ipod. Fuck the redskins.,profane
